type_id,valeur_id,devise,montant,nom_complet
PERSONAL_ID,7273587074,XOF,100,Boris Hountondji
PERSONAL_ID,6709837039,NGN,5000,Donatien Koukpaki
PERSONAL_ID,2273306681,XOF,1000,Germaine Hountondji
PERSONAL_ID,7800724250,XOF,250,Ulrich Azon
PERSONAL_ID,2456117169,XOF,7500,Patrice Djossou
PERSONAL_ID,1988032094,XOF,1000,
PERSONAL_ID,9300545560,XOF,20000,Hervé Ahouansou
PERSONAL_ID,7075149530,XOF,10000,
PERSONAL_ID,9965877348,XOF,5000,Dieudonné Agossa
PERSONAL_ID,7530788329,XOF,15000,Flora Gandonou
PERSONAL_ID,0049942657,XOF,500,Ange-Marie Kpakpo
PERSONAL_ID,3344641003,XOF,1000,Ange-Marie Ahossi
PERSONAL_ID,8842738874,XOF,7500,Judith Dossou
PERSONAL_ID,5392419529,XOF,1000,Samson Gbaguidi
PERSONAL_ID,0921585964,XOF,500,Flora Hounguevou
PERSONAL_ID,0580776612,XOF,50000,Lionel Houénou
PERSONAL_ID,7737098853,XOF,500,Joseph Ahouansou
PERSONAL_ID,3878360811,XOF,10000,Judith Agossa
PERSONAL_ID,8999410671,XOF,2500,Irène Gandonou
PERSONAL_ID,5039520517,XOF,10000,
PERSONAL_ID,3389947282,XOF,1000,Hervé Zannou
PERSONAL_ID,4524603575,XOF,250,Aurore Chabi
PERSONAL_ID,1018936266,XOF,7500,Flora Olory
PERSONAL_ID,4237616821,XOF,7500,Donatien Avocè
PERSONAL_ID,2092082476,XOF,250,Ange-Marie Adimou
PERSONAL_ID,7096084127,XOF,1000,Mariam Kpangon
PERSONAL_ID,3162540432,XOF,1000,Noël Djegui
PERSONAL_ID,7246212096,XOF,20000,Honoré Houngbédji
PERSONAL_ID,2606855394,XOF,1000,Jacques Kpakpo
PERSONAL_ID,3369038513,XOF,250,Blandine Soglo
PERSONAL_ID,0526231372,XOF,250,Judith Ahouansou
PERSONAL_ID,9469082180,XOF,10000,Joseph Koukpaki
PERSONAL_ID,9364010627,XOF,5000,Justine Adéyèmi
PERSONAL_ID,3652461691,XOF,20000,Olivier Gandonou
PERSONAL_ID,9127170196,XOF,100,Christelle Adimou
PERSONAL_ID,6888219507,XOF,500,Fabrice Assogba
PERSONAL_ID,5237560887,XOF,1000,Marlène Avocè
PERSONAL_ID,5237560887,XOF,2500,Rita Kpakpo
PERSONAL_ID,6980929151,XOF,50000,Catherine Agossa
PERSONAL_ID,8667630340,XOF,5000,Sylvie Kpangon
PERSONAL_ID,7700126345,XOF,500,Claude Houngbédji
PERSONAL_ID,8902638361,XOF,1000,Malick Azon
PERSONAL_ID,1935826708,XOF,2500,Honoré Adimou
PERSONAL_ID,4299482203,XOF,500,Ulrich Dossou
PERSONAL_ID,7916454823,XOF,15000,Samson Tokoudagba
PERSONAL_ID,6510499573,XOF,250,Aurore Lokossou
PERSONAL_ID,4496454411,XOF,7500,Fabrice Azon
PERSONAL_ID,7961303077,XOF,20000,Flora Hountondji
PERSONAL_ID,7206296389,XOF,5000,Abdou Djossou
PERSONAL_ID,3808729544,XOF,50000,Dieudonné Agossa
PERSONAL_ID,4101856765,XOF,10000,Judith Tokoudagba
PERSONAL_ID,3224033713,XOF,50000,Judith Adimou
PERSONAL_ID,1355004733,XOF,15000,Roland Gbaguidi
PERSONAL_ID,7608260316,XOF,7500,Samson Houénou
PERSONAL_ID,8402763990,XOF,500,Christelle Ahouansou
PERSONAL_ID,1989835824,XOF,2500,Aminata Hountondji
PERSONAL_ID,2719471876,XOF,5000,Irène Houkpe
PERSONAL_ID,5091771886,XOF,100,Sylvie Hounkpè
PERSONAL_ID,0080145095,XOF,5000,Samson Houngbédji
